name,source_type
Leukemia-Myeloid-Chronic-Atypical-BCR-ABL Negative,2
Fused Teeth,2
Posterior Leukoencephalopathy Syndrome,2
Glaucoma-Neovascular,2
Balkan Nephropathy,2
Crigler-Najjar Syndrome,2
Granuloma Inguinale,2
Trichostrongyloidiasis,2
Gingival Hemorrhage,2
Truncus Arteriosus-Persistent,2
Mucinoses,2
Euthyroid Sick Syndromes,2
Tooth Attrition,2
Exanthema Subitum,2
Panuveitis,2
Tuberculosis-Endocrine,2
Central Nervous System Fungal Infections,2
Leukemia-Basophilic-Acute,2
Dysphonia,2
Alkalosis-Respiratory,2
Tachycardia-Sinus,2
Vitamin K Deficiency Bleeding,2
Iron Metabolism Disorders,2
Latent Tuberculosis,2
Lymphomatoid Papulosis,2
Neurofibroma-Plexiform,2
Ichthyosis-Lamellar,2
Mucopolysaccharidosis VI,2
Iatrogenic Disease,2
Root Caries,2
Hematoma-Subdural-Acute,2
Pulmonary Blastoma,2
Ellis-Van Creveld Syndrome,2
Scimitar Syndrome,2
Sphenoid Sinusitis,2
Elephantiasis,2
Dental Fistula,2
Rhinitis-Vasomotor,2
Fructose Intolerance,2
Scleredema Adultorum,2
Proteus Syndrome,2
Cholecystitis-Acute,2
Digestive System Abnormalities,2
Lecithin Acyltransferase Deficiency,2
Hypobetalipoproteinemias,2
Rupture,2
Ulnar Nerve Compression Syndromes,2
Anisometropia,2
Vitreous Detachment,2
Abnormalities-Radiation-Induced,2
Fractures-Comminuted,2
Peliosis Hepatis,2
Fibromatosis-Gingival,2
Choroid Hemorrhage,2
Ectropion,2
Pleuropneumonia-Contagious,2
Syringoma,2
Meigs Syndrome,2
Poland Syndrome,2
Spinal Curvatures,2
Oculocerebrorenal Syndrome,2
Ventricular Septal Rupture,2
Gas Poisoning,2
Carcinoid Heart Disease,2
Craniomandibular Disorders,2
Hydatidiform Mole-Invasive,2
Blastocystis Infections,2
Porphyrias-Hepatic,2
Amnesia-Transient Global,2
Neuroectodermal Tumors,2
Musculoskeletal Abnormalities,2
Nocturnal Myoclonus Syndrome,2
Retinal Vasculitis,2
Malignant Catarrh,2
Phimosis,2
Factor XII Deficiency,2
Erdheim-Chester Disease,2
Dilatation-Pathologic,2
Hantavirus Pulmonary Syndrome,2
Caroli Disease,2
Akinetic Mutism,2
Oligomenorrhea,2
Stress Disorders-Traumatic,2
Hutchinson's Melanotic Freckle,2
Glossitis,2
Intervertebral Disk Degeneration,2
Vulvar Lichen Sclerosus,2
Glycogen Storage Disease Type III,2
Schizophrenia-Catatonic,2
Coronaviridae Infections,2
Patellofemoral Pain Syndrome,2
Laboratory Infection,2
Acquired Hyperostosis Syndrome,2
Respiratory Aspiration,2
Ulnar Neuropathies,2
Flaviviridae Infections,2
Carcinoma-Basosquamous,2
Frontal Sinusitis,2
Vestibular Neuronitis,2
Sphingolipidoses,2
Kuru,2
Myasthenic Syndromes-Congenital,2
Hemorrhagic Fever-Crimean,2
Sparganosis,2
Vipoma,2
Panniculitis-Peritoneal,2
Hearing Loss-Central,2
Nocturnal Enuresis,2
Hyperkeratosis-Epidermolytic,2
Ape Diseases,2
Esophageal Cyst,2
Aphasia-Primary Progressive,2
Optic Disk Drusen,2
Waterhouse-Friderichsen Syndrome,2
Paralysis-Obstetric,2
Callosities,2
Yaws,2
Conjunctivitis-Viral,2
Dysostoses,2
Dental Deposits,2
Mononeuropathies,2
Nails-Ingrown,2
Nephrogenic Fibrosing Dermopathy,2
Uniparental Disomy,2
Pick Disease of the Brain,2
Hypoalbuminemia,2
Mandibular Injuries,2
Firesetting Behavior,2
Lentivirus Infections,2
Lymphoma-Large-Cell-Immunoblastic,2
Reactive Attachment Disorder,2
Treponemal Infections,2
Cementoma,2
Thanatophoric Dysplasia,2
Auditory Diseases-Central,2
Renal Aminoacidurias,2
IgG Deficiency,2
Pasteurellosis-Pneumonic,2
Sexually Transmitted Diseases-Viral,2
Carcinoma-Islet Cell,2
Dental Pulp Calcification,2
Hernia-Obturator,2
Heartwater Disease,2
Tuberculosis-Avian,2
Platybasia,2
Frontotemporal Lobar Degeneration,2
Edema-Cardiac,2
Pemphigus-Benign Familial,2
Leukocyte-Adhesion Deficiency Syndrome,2
Rhabdoviridae Infections,2
Cystadenoma-Papillary,2
Adenocarcinoma-Sebaceous,2
Osteopoikilosis,2
Albinism-Ocular,2
Ichthyosiform Erythroderma-Congenital,2
Fractures-Malunited,2
Diphyllobothriasis,2
Malaria-Avian,2
CREST Syndrome,2
Aniseikonia,2
Vaginal Discharge,2
Syphilis-Latent,2
Dracunculiasis,2
Pyelitis,2
Transvestism,2
Manganese Poisoning,2
Carcinoma-Krebs 2,2
Blind Loop Syndrome,2
Gerstmann-Straussler-Scheinker Disease,2
Enophthalmos,2
Staphylococcal Scalded Skin Syndrome,2
Rinderpest,2
Granuloma-Respiratory Tract,2
Abortion-Incomplete,2
Herpes Zoster Oticus,2
Fibromatosis-Abdominal,2
Foot Rot,2
Hip Injuries,2
Camurati-Engelmann Syndrome,2
Anemia-Myelophthisic,2
Lymphangiosarcoma,2
Dental Fissures,2
Demyelinating Autoimmune Diseases-CNS,2
Paraparesis-Spastic,2
Median Neuropathy,2
Fuchs' Endothelial Dystrophy,2
Typhus-Endemic Flea-Borne,2
Paraparesis,2
Angioedemas-Hereditary,2
Schizoid Personality Disorder,2
Arenaviridae Infections,2
Meige Syndrome,2
Hypoglossal Nerve Diseases,2
Serositis,2
Stereotypic Movement Disorder,2
Shared Paranoid Disorder,2
Empyema-Tuberculous,2
Thyroiditis-Suppurative,2
Gangliosidosis-GM1,2
Tachycardia-Ectopic Junctional,2
Diverticulum-Stomach,2
Aleutian Mink Disease,2
Keratosis-Actinic,2
Autonomic Dysreflexia,2
Plasma Cell Granuloma-Pulmonary,2
Hemoglobin C Disease,2
Mixed Tumor-Malignant,2
Trochlear Nerve Diseases,2
Illusions,2
Mycoplasmatales Infections,2
Somatostatinoma,2
Intestinal Polyposis,2
Adie Syndrome,2
Hydranencephaly,2
Blood Coagulation Disorders-Inherited,2
Back Injuries,2
Ludwig's Angina,2
Mercury Poisoning-Nervous System,2
Urinary Incontinence-Urge,2
T-Lymphocytopenia-Idiopathic CD4-Positive,2
Angiolipoma,2
Myofibromatosis,2
Tietze's Syndrome,2
Nystagmus-Congenital,2
Atrial Premature Complexes,2
Mucopolysaccharidosis VII,2
Porphyria-Erythropoietic,2
Rubella Syndrome-Congenital,2
Adenoma-Acidophil,2
Noma,2
Myoclonic Epilepsies-Progressive,2
Cranial Nerve Injuries,2
Central Nervous System Bacterial Infections,2
Lymphoma-Extranodal NK-T-Cell,2
Uveitis-Intermediate,2
Endocardial Cushion Defects,2
Zenker Diverticulum,2
Emergencies,2
Blood Loss-Surgical,2
Enterobiasis,2
Muscular Dystrophy-Emery-Dreifuss,2
Canavan Disease,2
Post-Concussion Syndrome,2
Liver Abscess-Pyogenic,2
Furcation Defects,2
Leukoencephalitis-Acute Hemorrhagic,2
Blepharophimosis,2
Amyloidosis-Familial,2
Ecthyma,2
RNA Virus Infections,2
Lassa Fever,2
Focal Dermal Hypoplasia,2
Anemia-Diamond-Blackfan,2
Xanthomatosis-Cerebrotendinous,2
Eunuchism,2
Linitis Plastica,2
Papilloma-Intraductal,2
Ornithine Carbamoyltransferase Deficiency Disease,2
Radial Neuropathy,2
Uterine Cervical Erosion,2
Hypervitaminosis A,2
Encephalitozoonosis,2
Porphyria-Hepatoerythropoietic,2
Glossalgia,2
Tyrosinemias,2
Feeding and Eating Disorders of Childhood,2
Cyclothymic Disorder,2
Ophthalmia Neonatorum,2
Rift Valley Fever,2
Nephroma-Mesoblastic,2
Smooth Muscle Tumor,2
Nelson Syndrome,2
Leukoaraiosis,2
Sarcoma-Alveolar Soft Part,2
MERRF Syndrome,2
Tuberculosis-Central Nervous System,2
Spirurida Infections,2
Trophoblastic Tumor-Placental Site,2
Carcinoma-Giant Cell,2
Headache Disorders-Secondary,2
Extensively Drug-Resistant Tuberculosis,2
Paraneoplastic Cerebellar Degeneration,2
Joint Loose Bodies,2
Fetal Resorption,2
Pelger-Huet Anomaly,2
Pityriasis Rosea,2
Bunyaviridae Infections,2
Oroantral Fistula,2
Hypoaldosteronism,2
Fractures-Cartilage,2
Stress Disorders-Traumatic-Acute,2
Schizophrenia-Disorganized,2
Leukemia-Prolymphocytic-T-Cell,2
Chromosome Inversion,2
Chancre,2
Ranula,2
Chondrosarcoma-Mesenchymal,2
Odontodysplasia,2
Neurologic Manifestations,2
Entropion,2
Panophthalmitis,2
Gingival Hypertrophy,2
Femoral Neuropathy,2
Hematocolpos,2
Pelvic Organ Prolapse,2
Encephalomyelitis-Venezuelan Equine,2
Carcinoma-Skin Appendage,2
Pulmonary Aspergillosis,2
Gonadal Dysgenesis-Mixed,2
Double Outlet Right Ventricle,2
Spondylosis,2
Mikulicz' Disease,2
Landau-Kleffner Syndrome,2
Dermatitis-Toxicodendron,2
Optic Nerve Glioma,2
Channelopathies,2
Adenomatoid Tumor,2
Pulmonary Adenomatosis-Ovine,2
Necatoriasis,2
Maxillofacial Abnormalities,2
Parkinson Disease-Postencephalitic,2
Hereditary Central Nervous System Demyelinating Diseases,2
Hermanski-Pudlak Syndrome,2
Afferent Loop Syndrome,2
Choroideremia,2
Purpura-Hyperglobulinemic,2
Egg Hypersensitivity,2
Nevus of Ota,2
Hemopneumothorax,2
Antithrombin III Deficiency,2
Neuroaspergillosis,2
Sarcocystosis,2
Pruritus Ani,2
Pyruvate Dehydrogenase Complex Deficiency Disease,2
Leukoencephalopathies,2
Leriche Syndrome,2
Persistent Hyperinsulinemia Hypoglycemia of Infancy,2
Periodontal Cyst,2
Brown-Sequard Syndrome,2
Multicystic Dysplastic Kidney,2
Parturient Paresis,2
Compulsive Personality Disorder,2
Echinostomiasis,2
Middle Lobe Syndrome,2
Feline Infectious Peritonitis,2
Ganglioneuroblastoma,2
Epilepsy-Benign Neonatal,2
Sjogren-Larsson Syndrome,2
Glucose Metabolism Disorders,2
Patellar Dislocation,2
Adenosarcoma,2
Glycosuria-Renal,2
Diabetes Mellitus-Lipoatrophic,2
Yang Deficiency,2
Flavivirus Infections,2
Niemann-Pick Disease-Type C,2
Dysgeusia,2
Onchocerciasis-Ocular,2
Usher Syndromes,2
Mucinosis-Follicular,2
Histrionic Personality Disorder,2
Neoplasms-Adnexal and Skin Appendage,2
Paraneoplastic Polyneuropathy,2
Pleuropneumonia,2
Myasthenia Gravis-Autoimmune-Experimental,2
Hyperthyroxinemia,2
Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis,2
XYY Karyotype,2
Acalculous Cholecystitis,2
Parasomnias,2
Hematometra,2
Convalescence,2
Bacillaceae Infections,2
Vagus Nerve Diseases,2
Korsakoff Syndrome,2
Pruritus Vulvae,2
Scleroderma-Limited,2
Pityriasis Lichenoides,2
Disease Models-Animal,2
Knee Dislocation,2
Osteoporotic Fractures,2
Mobius Syndrome,2
Pyomyositis,2
Krukenberg Tumor,2
Carcinoma-Brown-Pearce,2
Bone Demineralization-Pathologic,2
Diverticulosis-Colonic,2
Ear Deformities-Acquired,2
Pelizaeus-Merzbacher Disease,2
Ichthyosis-X-Linked,2
Hyperlipoproteinemia Type V,2
Delayed Graft Function,2
Erythroplasia,2
Hypophosphatemic Rickets-X-Linked Dominant,2
Hearing Loss-Unilateral,2
alpha-Mannosidosis,2
Primate Diseases,2
Gait Ataxia,2
Ventricular Remodeling,2
Myotonic Disorders,2
Sialometaplasia-Necrotizing,2
Metal Metabolism-Inborn Errors,2
Cholecystolithiasis,2
Gingival Pocket,2
Sarcopenia,2
Branchio-Oto-Renal Syndrome,2
Eczema-Dyshidrotic,2
Sleep Bruxism,2
Invasive Pulmonary Aspergillosis,2
Epispadias,2
Panniculitis-Lupus Erythematosus,2
Parakeratosis,2
Hyperacusis,2
Seroma,2
Isaacs Syndrome,2
Muscular Disorders-Atrophic,2
Dentin Dysplasia,2
Amnesia-Anterograde,2
Staphylococcal Food Poisoning,2
Fibroma-Desmoplastic,2
Epilepsia Partialis Continua,2
Leukoplakia-Hairy,2
Neoplasms-Complex and Mixed,2
Dyspnea-Paroxysmal,2
Ageusia,2
Adrenogenital Syndrome,2
Carbuncle,2
Citrullinemia,2
Hydrophthalmos,2
Menopause-Premature,2
Alexander Disease,2
Ectopia Lentis,2
Placenta-Retained,2
Monteggia's Fracture,2
Flail Chest,2
Keratoconjunctivitis-Infectious,2
Photophobia,2
Hidradenitis,2
Lipid Metabolism Disorders,2
Follicular Cyst,2
Gastric Antral Vascular Ectasia,2
Postpericardiotomy Syndrome,2
Glossitis-Benign Migratory,2
Intracranial Hemorrhage-Hypertensive,2
Sneddon Syndrome,2
Orbital Cellulitis,2
Acneiform Eruptions,2
Autolysis,2
Peste-des-Petits-Ruminants,2
Neurothekeoma,2
Gonadoblastoma,2
Hydrarthrosis,2
Pericoronitis,2
Alcohol Withdrawal Seizures,2
Dyssomnias,2
Isolated Noncompaction of the Ventricular Myocardium,2
Chilblains,2
Dipetalonema Infections,2
Mesothelioma-Cystic,2
Neoplasms-Cystic-Mucinous-and Serous,2
Cracked Tooth Syndrome,2
Myocardial Bridging,2
Out-of-Hospital Cardiac Arrest,2
Dermatitis-Perioral,2
Immunoproliferative Small Intestinal Disease,2
Colitis-Collagenous,2
Retrobulbar Hemorrhage,2
Coagulation Protein Disorders,2
Phencyclidine Abuse,2
Myxosarcoma,2
Sagittal Sinus Thrombosis,2
Asthenozoospermia,2
Odontogenic Cyst-Calcifying,2
Venereal Tumors-Veterinary,2
Esophageal Spasm-Diffuse,2
Lafora Disease,2
Acrodynia,2
Glycogen Storage Disease Type IV,2
Hepadnaviridae Infections,2
Tracheobronchomegaly,2
Cavernous Sinus Thrombosis,2
Erysipeloid,2
Circoviridae Infections,2
Growth Hormone-Secreting Pituitary Adenoma,2
Nasopharyngitis,2
Aphonia,2
Hyperglycinemia-Nonketotic,2
Gitelman Syndrome,2
Breech Presentation,2
Ectromelia-Infectious,2
Sarcoma 37,2
Equinus Deformity,2
Infarction-Posterior Cerebral Artery,2
Platelet Storage Pool Deficiency,2
Cafe-au-Lait Spots,2
Salivary Gland Fistula,2
Respiratory System Abnormalities,2
Amaurosis Fugax,2
Leukemia-Neutrophilic-Chronic,2
Edema Disease of Swine,2
Inert Gas Narcosis,2
Glanders,2
Adrenal Rest Tumor,2
Oral Fistula,2
Cerebral Hemorrhage-Traumatic,2
Cervical Rib Syndrome,2
Buruli Ulcer,2
Feline Panleukopenia,2
Fowlpox,2
Leukemia-Biphenotypic-Acute,2
Rectocele,2
Miosis,2
Marburg Virus Disease,2
Dental Pulp Exposure,2
Hydropneumothorax,2
Anisocoria,2
Digestive System Fistula,2
Optic Atrophy-Autosomal Dominant,2
Apraxia-Ideomotor,2
Pregnancy-Prolonged,2
Sadism,2
Encephalitis-St. Louis,2
Trichostrongylosis,2
Neuroectodermal Tumor-Melanotic,2
Protoporphyria-Erythropoietic,2
Tolosa-Hunt Syndrome,2
Thrombotic Microangiopathies,2
Nut Hypersensitivity,2
Isochromosomes,2
Exhibitionism,2
Hallermann's Syndrome,2
Intertrigo,2
Hydroa Vacciniforme,2
Wheat Hypersensitivity,2
Mastocytosis-Cutaneous,2
Papilloma-Choroid Plexus,2
Hearing Loss-Functional,2
Glossopharyngeal Nerve Diseases,2
Insulin Coma,2
Aortopulmonary Septal Defect,2
Multiple Pulmonary Nodules,2
Hyperostosis-Sternocostoclavicular,2
Wasting Disease-Chronic,2
Piebaldism,2
Masochism,2
Haemonchiasis,2
Myofibroma,2
Plummer-Vinson Syndrome,2
Gerstmann Syndrome,2
Central Serous Chorioretinopathy,2
Schnitzler Syndrome,2
Erythema Induratum,2
Enterotoxemia,2
Rheumatic Nodule,2
Postcholecystectomy Syndrome,2
Intracranial Arterial Diseases,2
Post-Traumatic Headache,2
Jet Lag Syndrome,2
Yin Deficiency,2
Alcohol-Induced Disorders,2
Leukemia-Large Granular Lymphocytic,2
Plagiocephaly-Nonsynostotic,2
Basal Ganglia Cerebrovascular Disease,2
Hartnup Disease,2
Freemartinism,2
Rat-Bite Fever,2
Leukemia-Feline,2
Enoplida Infections,2
Klatskin's Tumor,2
Myopathy-Central Core,2
Drug-Induced Liver Injury-Chronic,2
Post-Dural Puncture Headache,2
Retropneumoperitoneum,2
Central Nervous System Protozoal Infections,2
Sarcoma-Small Cell,2
Hidrocystoma,2
Meningism,2
Cubital Tunnel Syndrome,2
Uterine Inversion,2
Wolman Disease,2
Encephalitis-Varicella Zoster,2
Neuroschistosomiasis,2
Intracranial Hemorrhage-Traumatic,2
Encephalitis-California,2
Astroviridae Infections,2
Balantidiasis,2
Neoplasms-Adipose Tissue,2
Ainhum,2
Muscular Dystrophy-Oculopharyngeal,2
Granuloma-Laryngeal,2
Myoclonic Cerebellar Dyssynergia,2
Binge-Eating Disorder,2
Birnaviridae Infections,2
Neuromuscular Junction Diseases,2
Kleine-Levin Syndrome,2
Thrombocytopenia-Neonatal Alloimmune,2
Corneal Wavefront Aberration,2
Cytochrome-c Oxidase Deficiency,2
Leiomyoma-Epithelioid,2
Opsoclonus-Myoclonus Syndrome,2
Short Rib-Polydactyly Syndrome,2
Steatorrhea,2
Perinephritis,2
Miliaria,2
Body Dysmorphic Disorders,2
Swine Vesicular Disease,2
ACTH-Secreting Pituitary Adenoma,2
Ventilator-Induced Lung Injury,2
Infarction-Anterior Cerebral Artery,2
Moraxellaceae Infections,2
African Horse Sickness,2
Pleurodynia-Epidemic,2
Nevus-Intradermal,2
Spina Bifida Cystica,2
Lead Poisoning-Nervous System-Childhood,2
Lymphatic Abnormalities,2
Mycotoxicosis,2
Phlebotomus Fever,2
Ephemeral Fever,2
Ascaridiasis,2
Pyloric Stenosis-Hypertrophic,2
Septo-Optic Dysplasia,2
Gyrate Atrophy,2
Low Tension Glaucoma,2
Wissler's Syndrome,2
High Pressure Neurological Syndrome,2
Tricuspid Atresia,2
Vascular System Injuries,2
Retrograde Degeneration,2
Cowpox,2
Hepatitis D-Chronic,2
Regurgitation-Gastric,2
Wet Macular Degeneration,2
Fetal Nutrition Disorders,2
Rhinophyma,2
Pneumonia of Swine-Mycoplasmal,2
Perivascular Epithelioid Cell Neoplasms,2
Distal Myopathies,2
Positive-Pressure Respiration-Intrinsic,2
Hematoma-Subdural-Intracranial,2
Leukemia-Myelomonocytic-Juvenile,2
Colitis-Microscopic,2
Cardiac Output-High,2
Neoplasms-Fibroepithelial,2
Upper Extremity Deformities-Congenital,2
Focal Epithelial Hyperplasia,2
Fucosidosis,2
Sleep Disorders-Intrinsic,2
Chromosome Fragility,2
Mansonelliasis,2
Langer-Giedion Syndrome,2
Breast Cyst,2
Chalazion,2
LEOPARD Syndrome,2
Tonic Pupil,2
Retinal Dysplasia,2
Cholesterol Ester Storage Disease,2
Porcine Postweaning Multisystemic Wasting Syndrome,2
Catastrophic Illness,2
Swine Erysipelas,2
Lymphoma-Primary Effusion,2
Anal Gland Neoplasms,2
Hip Contracture,2
Microstomia,2
Meningitis-Escherichia coli,2
Hand Deformities,2
Hand-Arm Vibration Syndrome,2
Keratoderma-Palmoplantar-Diffuse,2
Parovarian Cyst,2
No-Reflow Phenomenon,2
Adiposis Dolorosa,2
Paranoid Personality Disorder,2
Border Disease,2
HIV Enteropathy,2
Glioma-Subependymal,2
Laron Syndrome,2
Phenylketonuria-Maternal,2
Necrobiotic Disorders,2
Eosinophilic Esophagitis,2
Ichthyosis Vulgaris,2
Sclerema Neonatorum,2
Hyperamylasemia,2
Conjunctivitis-Acute Hemorrhagic,2
Meningeal Carcinomatosis,2
Trigger Finger Disorder,2
Spermatocele,2
Hematoma-Subdural-Spinal,2
Dependent Personality Disorder,2
Osteophyte,2
Lung-Hyperlucent,2
Pain-Referred,2
Sex Chromosome Disorders,2
Henipavirus Infections,2
Peritoneal Fibrosis,2
Lateral Sinus Thrombosis,2
Neuroaxonal Dystrophies,2
Echolalia,2
Trench Fever,2
Cyclosporiasis,2
Pulmonary Subvalvular Stenosis,2
Postthrombotic Syndrome,2
Hemostatic Disorders,2
Lichen Nitidus,2
Leukemia-Myeloid-Accelerated Phase,2
Acanthoma,2
Anastomotic Leak,2
Cystocele,2
Pre-Excitation-Mahaim-Type,2
Posterior Tibial Tendon Dysfunction,2
Brain Hemorrhage-Traumatic,2
Arcus Senilis,2
Primary Graft Dysfunction,2
Neoplasms-Post-Traumatic,2
Glycogen Storage Disease Type VII,2
Enteritis-Transmissible-of Turkeys,2
Hypodermyiasis,2
Mastocytoma,2
Osteosarcoma-Juxtacortical,2
Subarachnoid Hemorrhage-Traumatic,2
Myokymia,2
Lead Poisoning-Nervous System,2
Gonadal Dysgenesis-46-X,2
Nijmegen Breakage Syndrome,2
Myxomatosis-Infectious,2
Leishmaniasis-Diffuse Cutaneous,2
Solitary Fibrous Tumor-Pleural,2
Pachyonychia Congenita,2
Gonadal Disorders,2
Tick Toxicoses,2
Tooth Ankylosis,2
Tachycardia-Sinoatrial Nodal Reentry,2
Systemic Vasculitis,2
Microscopic Polyangiitis,2
Scleromyxedema,2
Sebaceous Gland Diseases,2
Leukemia-Mast-Cell,2
Unverricht-Lundborg Syndrome,2
Insomnia-Fatal Familial,2
Lutembacher Syndrome,2
Overnutrition,2
Central Nervous System Helminthiasis,2
Leber Congenital Amaurosis,2
Aortic Stenosis-Supravalvular,2
Sublingual Gland Neoplasms,2
Pseudobulbar Palsy,2
Skull Fracture-Depressed,2
Hereditary Autoinflammatory Diseases,2
Macrophage Activation Syndrome,2
Dendritic Cell Sarcoma-Follicular,2
Central Nervous System Venous Angioma,2
Caplan Syndrome,2
Hepatic Insufficiency,2
Postural Orthostatic Tachycardia Syndrome,2
Hyperpituitarism,2
Ciguatera Poisoning,2
Tinea Favosa,2
Mixed Tumor-Mesodermal,2
Pulmonary Sclerosing Hemangioma,2
Idiopathic Interstitial Pneumonias,2
Sea-Blue Histiocyte Syndrome,2
SUNCT Syndrome,2
Tongue-Fissured,2
Trigeminal Autonomic Cephalalgias,2
Denys-Drash Syndrome,2
Decalcification-Pathologic,2
Colitis-Lymphocytic,2
Tibial Neuropathy,2
Pars Planitis,2
Tick Paralysis,2
Arterivirus Infections,2
Adenoma-Basophil,2
End Stage Liver Disease,2
Thyroid Dysgenesis,2
Rigor Mortis,2
Neoplasms-Gonadal Tissue,2
Kluver-Bucy Syndrome,2
Spinal Cord Vascular Diseases,2
Accessory Nerve Diseases,2
Lissencephaly,2
Sulfhemoglobinemia,2
Candidemia,2
Visna,2
WAGR Syndrome,2
Neurofibrosarcoma,2
Skull Fracture-Basilar,2
Aortic Valve Prolapse,2
Anterior Wall Myocardial Infarction,2
X-Linked Combined Immunodeficiency Diseases,2
Proteostasis Deficiencies,2
Prosthesis Failure,2
Flavobacteriaceae Infections,2
Geotrichosis,2
Chondrodysplasia Punctata-Rhizomelic,2
Tooth Wear,2
Neointima,2
Lower Extremity Deformities-Congenital,2
Sphincter of Oddi Dysfunction,2
Nesidioblastosis,2
Alcoholic Neuropathy,2
Livedo Reticularis,2
Coprophagia,2
Central Nervous System Parasitic Infections,2
Neoplasms-Connective and Soft Tissue,2
Anterior Spinal Artery Syndrome,2
Lead Poisoning-Nervous System-Adult,2
Discrete Subaortic Stenosis,2
Tricuspid Valve Prolapse,2
Leukostasis,2
Acne Keloid,2
Acute Generalized Exanthematous Pustulosis,2
Immunoproliferative Disorders,2
Hepatitis-Infectious Canine,2
Enterocolitis-Neutropenic,2
Tongue-Hairy,2
Orthostatic Intolerance,2
Gangliosidoses-GM2,2
Neuroacanthocytosis,2
Classical Lissencephalies and Subcortical Band Heterotopias,2
Endoleak,2
Fox-Fordyce Disease,2
Monieziasis,2
Endometrial Stromal Tumors,2
Parasystole,2
Wandering Spleen,2
Ectodermal Dysplasia 1-Anhidrotic,2
Cryopyrin-Associated Periodic Syndromes,2
DNA Repair-Deficiency Disorders,2
Erythrasma,2
Monkeypox,2
Ascaridida Infections,2
Dientamoebiasis,2
Paroxysmal Hemicrania,2
Hematocele,2
Prenatal Injuries,2
Andersen Syndrome,2
Prehypertension,2
Lipodystrophy-Congenital Generalized,2
Bovine Respiratory Disease Complex,2
Glycogen Storage Disease Type IIb,2
Sleep Paralysis,2
Sleep-Wake Transition Disorders,2
Ovotesticular Disorders of Sex Development,2
Blue Toe Syndrome,2
Purpura Fulminans,2
Wolf-Hirschhorn Syndrome,2
Lingual Thyroid,2
Skin Diseases-Metabolic,2
Hemorrhagic Septicemia-Viral,2
Oesophagostomiasis,2
Nervous System Autoimmune Disease-Experimental,2
Basal Ganglia Hemorrhage,2
Putaminal Hemorrhage,2
Synkinesis,2
Paraphimosis,2
Leukocyte Disorders,2
Lipodystrophy-Familial Partial,2
Blackwater Fever,2
Choriocarcinoma-Non-gestational,2
Neoplasms-Mesothelial,2
Metatarsalgia,2
Primary Dysautonomias,2
Acrocallosal Syndrome,2
Levocardia,2
Upper Extremity Deep Vein Thrombosis,2
Immersion Foot,2
Candidiasis-Invasive,2
Histiocytic Disorders-Malignant,2
Coma-Post-Head Injury,2
Coffin-Lowry Syndrome,2
Night Terrors,2
Eye Manifestations,2
Diabetic Cardiomyopathies,2
Biotinidase Deficiency,2
Louping Ill,2
Tarlov Cysts,2
Lymphoma-Primary Cutaneous Anaplastic Large Cell,2
Mesial Movement of Teeth,2
Sialic Acid Storage Disease,2
Cerebrovascular Trauma,2
Sexual Infantilism,2
Chiari-Frommel Syndrome,2
Malignant Atrophic Papulosis,2
Pinta,2
Visceral Prolapse,2
Steroid Metabolism-Inborn Errors,2
Piedra,2
Encephalomyelitis-Enzootic Porcine,2
Dicrocoeliasis,2
Isosporiasis,2
Paralysis-Hyperkalemic Periodic,2
Cerebral Amyloid Angiopathy-Familial,2
Epilepsy-Partial-Motor,2
Sleep Arousal Disorders,2
Vaginismus,2
Accelerated Idioventricular Rhythm,2
Multiple Carboxylase Deficiency,2
Fructose Metabolism-Inborn Errors,2
White Muscle Disease,2
Chlamydiaceae Infections,2
Hearing Loss-Mixed Conductive-Sensorineural,2
Alexia-Pure,2
Geographic Atrophy,2
Hemospermia,2
Crisscross Heart,2
Romano-Ward Syndrome,2
Steatitis,2
Silver-Russell Syndrome,2
Asthma-Aspirin-Induced,2
Striatonigral Degeneration,2
Aphasia-Conduction,2
Vulvodynia,2
Epidermitis-Exudative-of Swine,2
Granulomatosis-Orofacial,2
Fascioloidiasis,2
Nevus-Sebaceous of Jadassohn,2
Oral Manifestations,2
Lysosomal Storage Diseases-Nervous System,2
Vein of Galen Malformations,2
Corneal Endothelial Cell Loss,2
Screw Worm Infection,2
Inflammatory Breast Neoplasms,2
Hajdu-Cheney Syndrome,2
Gait Apraxia,2
REM Sleep Parasomnias,2
Parametritis,2
Multiple Acyl Coenzyme A Dehydrogenase Deficiency,2
Death,2
Acute Radiation Syndrome,2
Pneumovirus Infections,2
Bulbo-Spinal Atrophy-X-Linked,2
Central Cord Syndrome,2
Azotemia,2
Gynatresia,2
Actinobacillosis,2
Setariasis,2
Leukemia-Eosinophilic-Acute,2
Adamantinoma,2
De Quervain Disease,2
Epilepsy-Partial-Sensory,2
Sinus Pericranii,2
Morning Sickness,2
Inferior Wall Myocardial Infarction,2
Autoimmune Lymphoproliferative Syndrome,2
Sunstroke,2
Lemierre Syndrome,2
Leprosy-Multibacillary,2
Rubulavirus Infections,2
Hallux Rigidus,2
Macrostomia,2
Periventricular Nodular Heterotopia,2
Hydrocolpos,2
Jervell-Lange Nielsen Syndrome,2
Fructose-1--Diphosphatase Deficiency,2
Hordeolum,2
Pneumonia-Rickettsial,2
Vesicular Exanthema of Swine,2
Morbillivirus Infections,2
Ostertagiasis,2
Luteoma,2
Osteochondrosis,2
